name,taxid,reads,relative,contributors,coverage,rank,id,agora_id
Streptococcus thermophilus,1308,1440099,0.0630722233738438,16,75.0457,species,ERR260134,Streptococcus_thermophilus_LMG_18311
Streptococcus intermedius,1338,1604,7.02506190835807e-05,3,0.0784225,species,ERR260134,Staphylococcus_intermedius_ATCC_27335|Streptococcus_intermedius_JTH08
Bifidobacterium adolescentis,1680,178096,0.00780009616976894,2,7.96541,species,ERR260134,Bifidobacterium_adolescentis_ATCC_15703
Streptococcus sp. I-G2,1156431,7117,0.000311704274325339,1,0.34289,species,ERR260134,Streptococcus_sp_I_G2
Campylobacter hominis,76517,102,4.46730869484117e-06,1,0.00570974,species,ERR260134,Campylobacter_hominis_ATCC_BAA_381
Lactobacillus salivarius,1624,739272,0.0323780022887512,4,33.1284,species,ERR260134,Lactobacillus_salivarius_HO66_ATCC_11741|Lactobacillus_salivarius_salivarius_UCC118
Lactobacillus kefiranofaciens,267818,142,6.21919445752398e-06,1,0.00579072,species,ERR260134,
Bifidobacterium kashiwanohense,630129,6007,0.000263089444410891,2,0.244964,species,ERR260134,Bifidobacterium_kashiwanohense_DSM_21854
Clostridium saccharoperbutylacetonicum,36745,342,1.4978623270938e-05,1,0.00492495,species,ERR260134,Clostridium_saccharoperbutylacetonicum_N1_4_HMT
Dehalococcoides mccartyi,61435,198,8.67183452527991e-06,1,0.0129331,species,ERR260134,
Lactobacillus fermentum,1613,49747,0.00217877652590454,4,2.22275,species,ERR260134,Lactobacillus_fermentum_ATCC_14931|Lactobacillus_fermentum_IFO_3956
Streptococcus pneumoniae,1313,12868,0.00056358164985506,6,0.56292,species,ERR260134,
Streptococcus gordonii,1302,17704,0.000775384638563412,2,0.758748,species,ERR260134,Streptococcus_gordonii_str_Challis_substr_CH1
Streptococcus mitis,28037,10177,0.000445723535170574,2,0.482114,species,ERR260134,Streptococcus_mitis_NCTC_12261
Streptococcus anginosus,1328,20141,0.000882118278654862,4,0.931378,species,ERR260134,Streptococcus_anginosus_1_2_62CV
Methanobrevibacter smithii,2173,81,3.54756866943269e-06,1,0.00419608,species,ERR260134,Methanobrevibacter_smithii_ATCC_35061
Lachnoclostridium phytofermentans,66219,739,3.23660894655649e-05,1,0.0146349,species,ERR260134,
[Eubacterium] cellulosolvens,29322,1799,7.87910621766594e-05,1,0.0510256,species,ERR260134,Eubacterium_cellulosolvens_6
Enterobacter asburiae,61645,1128,4.94031785076552e-05,3,0.0222425,species,ERR260134,Enterobacter_asburiae_LF7a
[Eubacterium] eligens,39485,9740,0.000426584183213264,1,0.330238,species,ERR260134,Eubacterium_eligens_ATCC_27750
Lactobacillus rhamnosus,47715,153246,0.00671173713970225,2,4.87287,species,ERR260134,Lactobacillus_rhamnosus_GG_ATCC_53103|Lactobacillus_rhamnosus_LMS2_1
Lactobacillus gasseri,1596,46652,0.00204322436501696,2,2.32643,species,ERR260134,Lactobacillus_gasseri_ATCC_33323
Streptococcus sp. VT 162,1419814,2688,0.000117726723252285,1,0.126159,species,ERR260134,
Enterobacter cloacae,550,40484,0.00177308358041127,5,0.75324,species,ERR260134,Enterobacter_cloacae_EcWSU1
Propionibacterium freudenreichii,1744,9756,0.000427284937518337,2,0.355737,species,ERR260134,Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1
Lactobacillus crispatus,47770,1321,5.78560273125998e-05,1,0.0620685,species,ERR260134,Lactobacillus_crispatus_125_2_CHN
Bacteroides fragilis,817,2920311,0.12790128158765,4,52.8761,species,ERR260134,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Lactobacillus reuteri,1598,3271,0.000143260458243387,3,0.1437,species,ERR260134,Lactobacillus_reuteri_CF48_3A_|Lactobacillus_reuteri_F275_JCM_1112|Lactobacillus_reuteri_MM2_3_|Lactobacillus_reuteri_MM4_1A_|Lactobacillus_reuteri_SD2112_ATCC_55730
Streptococcus infantarius,102684,177,7.75209449987143e-06,1,0.00846105,species,ERR260134,Streptococcus_infantarius_subsp_infantarius_ATCC_BAA_102
Leuconostoc carnosum,1252,114,4.99287442364601e-06,1,0.00617079,species,ERR260134,
Acholeplasma palmae,38986,295,1.29201574997857e-05,1,0.0182213,species,ERR260134,
Streptococcus parasanguinis,1318,333856,0.0146219393296558,2,14.82,species,ERR260134,Streptococcus_parasanguinis_ATCC_903
Streptococcus salivarius,1304,226642,0.00992627232564893,4,9.89404,species,ERR260134,Streptococcus_salivarius_JIM8777
Roseburia intestinalis,166486,36836,0.0016133115988546,2,0.838985,species,ERR260134,Roseburia_intestinalis_L1_82
Staphylococcus capitis,29388,98,4.29212011857288e-06,1,0.00375827,species,ERR260134,Staphylococcus_capitis_CR0101|Staphylococcus_capitis_QN1|Staphylococcus_caprae_C87
butyrate-producing bacterium SS3/4,245014,31518,0.00138039838670592,1,0.840242,species,ERR260134,
Veillonella parvula,29466,5521,0.000241804032394295,2,0.24594,species,ERR260134,Veillonella_parvula_Te3_DSM_2008
Megasphaera elsdenii,907,246,1.07740974404993e-05,1,0.00954291,species,ERR260134,Megasphaera_elsdenii_DSM_20460
[Clostridium] saccharolyticum,84030,27218,0.00119207066721752,2,0.619717,species,ERR260134,
Lactobacillus helveticus,1587,1014,4.44103040840092e-05,2,0.0442638,species,ERR260134,Lactobacillus_helveticus_DPC_4571|Lactobacillus_helveticus_DSM_20075
Lactobacillus plantarum,1590,4674,0.000204707851369486,4,0.132697,species,ERR260134,Lactobacillus_plantarum_JDM1|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917|Lactobacillus_plantarum_WCFS1
Eggerthella sp. YY7918,502558,538,2.35628635080838e-05,1,0.0165344,species,ERR260134,Eggerthella_sp_YY7918
Enterococcus faecalis,1351,8489,0.000371793955985359,4,0.25868,species,ERR260134,Enterococcus_faecalis_OG1RF_ATCC_47077|Enterococcus_faecalis_TX0104|Enterococcus_faecalis_TX1322|Enterococcus_faecalis_TX2134|Enterococcus_faecalis_V583
Anaerococcus prevotii,33034,11777,0.000515798965677886,1,0.565679,species,ERR260134,Anaerococcus_prevotii_DSM_20548
Streptococcus mutans,1309,55070,0.00241190872377356,3,2.61879,species,ERR260134,Streptococcus_mutans_ATCC_25175
Corynebacteriales bacterium X1698,1562462,1444,6.32430760328494e-05,1,0.0723827,species,ERR260134,
Eubacterium rectale,39491,51279,0.00224587375061529,3,1.40744,species,ERR260134,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Bifidobacterium bifidum,1681,5275,0.000231029934953796,3,0.229306,species,ERR260134,Bifidobacterium_bifidum_BGN4|Bifidobacterium_bifidum_NCIMB_41171|Bifidobacterium_bifidum_PRL2010|Bifidobacterium_bifidum_S17
[Eubacterium] siraeum,39492,25775,0.00112887138832874,2,0.856263,species,ERR260134,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Parvimonas micra,33033,1432,6.27175103040446e-05,1,0.0844937,species,ERR260134,Parvimonas_micra_ATCC_33270
Trueperella pyogenes,1661,269,1.17814317540419e-05,1,0.0110435,species,ERR260134,Trueperella_pyogenes_MS249
Clostridium botulinum,1491,981,4.29649983297959e-05,3,0.025754,species,ERR260134,Clostridium_botulinum_A_str_ATCC_19397|Clostridium_botulinum_A_str_ATCC_3502|Clostridium_botulinum_A_str_Hall|Clostridium_botulinum_Bf|Clostridium_botulinum_E1_str_BoNT_E_Beluga|Clostridium_botulinum_F_str_230613
Desulfovibrio vulgaris,881,457,2.00152948386511e-05,1,0.0108586,species,ERR260134,
Bifidobacterium breve,1685,6359,0.0002785060391225,4,0.260155,species,ERR260134,Bifidobacterium_breve_HPH0326|Bifidobacterium_breve_UCC2003_NCIMB8807
Ornithobacterium rhinotracheale,28251,143,6.26299160159105e-06,1,0.00572509,species,ERR260134,
Streptococcus lutetiensis,150055,102,4.46730869484117e-06,1,0.0049566,species,ERR260134,Streptococcus_lutetiensis_033
Clostridium perfringens,1502,216036,0.00946175981567359,4,6.49574,species,ERR260134,Clostridium_perfringens_ATCC_13124
Rothia mucilaginosa,43675,4340,0.000190079605251085,1,0.183979,species,ERR260134,Rothia_mucilaginosa_DY_18
Desulfovibrio gigas,879,165,7.22652877106659e-06,1,0.00417278,species,ERR260134,
Acholeplasma brassicae,61635,239,1.04675174320298e-05,1,0.0122186,species,ERR260134,
Lactobacillus mucosae,97478,291,1.27449689235174e-05,1,0.0114745,species,ERR260134,Lactobacillus_mucosae_LM1
Citrobacter koseri,545,846,3.70523838807414e-05,1,0.0171509,species,ERR260134,Citrobacter_koseri_ATCC_BAA_895
Haemophilus parainfluenzae,729,8217,0.000359881132799116,1,0.377997,species,ERR260134,Haemophilus_parainfluenzae_T3T1
Bifidobacterium scardovii,158787,866,3.79283267620828e-05,1,0.0263226,species,ERR260134,Bifidobacterium_scardovii_JCM_12489
Eubacterium acidaminophilum,1731,295,1.29201574997857e-05,1,0.0092699,species,ERR260134,
Streptococcus sp. I-P16,1156433,11349,0.00049705378801718,1,0.538404,species,ERR260134,Streptococcus_sp_I_P16
Ruminococcus bicirculans,1160721,2593,0.000113565994565913,1,0.0838562,species,ERR260134,Ruminococcus_bicirculans_80_3
Streptococcus sp. HSISS4,1316413,7050,0.000308769865672845,1,0.306548,species,ERR260134,
Bifidobacterium animalis,28025,513,2.2467934906407e-05,1,0.025088,species,ERR260134,Bifidobacterium_animalis_lactis_AD011|Bifidobacterium_animalis_lactis_BB_12|Bifidobacterium_animalis_lactis_Bi_07|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219|Bifidobacterium_animalis_lactis_CNCM_I_2494|Bifidobacterium_animalis_lactis_DSM_10140|Bifidobacterium_animalis_lactis_V9
Eubacterium limosum,1736,27654,0.00121116622203076,1,0.615002,species,ERR260134,Eubacterium_limosum_KIST612
Propionibacterium avidum,33010,170,7.44551449140194e-06,1,0.00646045,species,ERR260134,Propionibacterium_avidum_44067
Bifidobacterium longum,216816,198833,0.00870831754628778,10,7.83848,species,ERR260134,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
Lactococcus lactis,1358,4077,0.000178560956361445,4,0.154216,species,ERR260134,
Corynebacterium vitaeruminis,38305,151,6.61336875412761e-06,1,0.00494444,species,ERR260134,
Treponema succinifaciens,167,1257,5.50530100923073e-05,1,0.0416478,species,ERR260134,
Clostridium bornimense,1216932,307,1.34457232285906e-05,1,0.00814811,species,ERR260134,
[Clostridium] cellulosi,29343,625,2.73732150419189e-05,1,0.0269109,species,ERR260134,
Clostridium tetani,1513,262,1.14748517455724e-05,1,0.00877642,species,ERR260134,
Bifidobacterium thermophilum,33905,644,2.82053607791932e-05,1,0.026978,species,ERR260134,Bifidobacterium_thermophilum_RBL67
Citrobacter amalonaticus,35703,68400,0.0029957246541876,1,1.11762,species,ERR260134,Citrobacter_amalonaticus_Y19
Campylobacter coli,195,477,2.08912377199925e-05,1,0.0264376,species,ERR260134,Campylobacter_coli_JV20
Streptococcus macedonicus,59310,1459,6.39000331938555e-05,1,0.0653657,species,ERR260134,
Clostridium sp. DL-VIII,641107,268,1.17376346099748e-05,1,0.00397199,species,ERR260134,
Streptococcus oligofermentans,195041,4289,0.000187845950903664,1,0.192215,species,ERR260134,
Gordonibacter pamelaeae,471189,137152,0.00600686590308682,1,3.64925,species,ERR260134,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378
Streptococcus sp. HSISS1,1316410,2744,0.000120179363320041,1,0.123781,species,ERR260134,
Butyrivibrio fibrisolvens,831,291,1.27449689235174e-05,1,0.00882827,species,ERR260134,Butyrivibrio_fibrisolvens_16_4
Streptococcus sp. HSISS2,1316411,20327,0.000890264547451337,1,0.826542,species,ERR260134,
Streptococcus sp. HSISS3,1316412,59646,0.00261232445502447,1,2.38598,species,ERR260134,
Propionibacterium propionicum,1750,1353,5.9257535922746e-05,1,0.0376557,species,ERR260134,Propionibacterium_propionicum_F0230a
Roseburia hominis,301301,19693,0.000862497158112814,1,0.526298,species,ERR260134,Roseburia_hominis_A2_183
Tannerella forsythia,28112,205,8.9784145337494e-06,1,0.00577885,species,ERR260134,Tannerella_forsythia_ATCC_43037
Adlercreutzia equolifaciens,446660,275727,0.0120760551421811,1,9.247,species,ERR260134,Adlercreutzia_equolifaciens_DSM_19450
Eggerthella lenta,84112,12761,0.000558895355439883,1,0.337271,species,ERR260134,Eggerthella_lenta_DSM_2243
Clostridium baratii,1561,1192,5.22061957279477e-05,1,0.034275,species,ERR260134,
Ruminococcus champanellensis,1161942,3791,0.000166034973158263,1,0.141433,species,ERR260134,Ruminococcus_champanellensis_18P13
Ruminococcus sp. SR1/5,657323,436431,0.0191144313823355,1,11.8167,species,ERR260134,Ruminococcus_sp_SR1_5
Lactobacillus hokkaidonensis,1193095,331,1.44968546862003e-05,1,0.0132366,species,ERR260134,
Coriobacteriaceae bacterium 68-1-3,1531429,1251,5.47902272279049e-05,1,0.0610525,species,ERR260134,
Lactobacillus johnsonii,33959,818,3.58260638468635e-05,3,0.0417796,species,ERR260134,Lactobacillus_johnsonii_DPC_6026|Lactobacillus_johnsonii_NCC_533
Leuconostoc mesenteroides,1245,166,7.27032591513366e-06,1,0.00790286,species,ERR260134,Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254
Streptococcus uberis,1349,185,8.10247165240799e-06,1,0.00958781,species,ERR260134,Streptococcus_uberis_0140J
butyrate-producing bacterium SM4/1,245012,6837,0.000299441073986559,1,0.211123,species,ERR260134,
[Eubacterium] sulci,143393,1432,6.27175103040446e-05,1,0.0790351,species,ERR260134,Eubacterium_sulci_ATCC_35585
Ruminococcus bromii,40518,1506254,0.0659696234396008,1,64.293,species,ERR260134,Ruminococcus_bromii_L2_63
Symbiobacterium thermophilum,2734,201,8.80322595748112e-06,1,0.0054109,species,ERR260134,
Streptococcus gallolyticus,315405,118,5.16806299991429e-06,1,0.00479545,species,ERR260134,Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143
Lactobacillus sakei,1599,62038,0.0027170872236329,1,3.16006,species,ERR260134,Lactobacillus_sakei_subsp_sakei_23K
,0,9989805,0.437524928786939,0,0,species,ERR260134,
Clostridium saccharoperbutylacetonicum,36745,158,2.0863856076367e-05,1,0.00213307,species,ERR260138,Clostridium_saccharoperbutylacetonicum_N1_4_HMT
Selenomonas ruminantium,971,147,1.94113091343414e-05,1,0.00364258,species,ERR260138,Selenomonas_ruminantium_AC2024
Streptococcus oralis,1303,935,0.000123466490072172,1,0.0429624,species,ERR260138,Streptococcus_oralis_Uo5
Prevotella dentalis,52227,163,2.15241046863786e-05,1,0.00437879,species,ERR260138,
Trueperella pyogenes,1661,1095,0.000144594445592543,1,0.0421444,species,ERR260138,Trueperella_pyogenes_MS249
Cyanobium gracile,59930,78,1.02998783161812e-05,1,0.00210031,species,ERR260138,
Clostridium sp. SY8519,1042156,1370,0.000180908119143182,1,0.0434808,species,ERR260138,Clostridium_sp_SY8519
Symbiobacterium thermophilum,2734,175,2.31087013504065e-05,1,0.00441655,species,ERR260138,
butyrate-producing bacterium SM4/1,245012,10471,0.00138269263908632,1,0.303131,species,ERR260138,
Lachnoclostridium phytofermentans,66219,600,7.92298332013937e-05,1,0.0111395,species,ERR260138,
Kocuria rhizophila,72000,50,6.60248610011614e-06,1,0.00166819,species,ERR260138,Kocuria_rhizophila_DC2201
Lactococcus lactis,1358,2553,0.00033712294027193,4,0.0905337,species,ERR260138,
Corynebacteriales bacterium X1698,1562462,46,6.07428721210685e-06,1,0.00216171,species,ERR260138,
Ruminococcus albus,1264,390,5.14993915809059e-05,1,0.00783109,species,ERR260138,Ruminococcus_albus_7
Acidaminococcus intestini,187327,684,9.03220098495888e-05,1,0.0247451,species,ERR260138,Acidaminococcus_intestini_RyC_MR95
Streptococcus sp. VT 162,1419814,1234,0.000162949356950866,1,0.054297,species,ERR260138,
Eggerthella lenta,84112,61142,0.00807378410266602,1,1.51497,species,ERR260138,Eggerthella_lenta_DSM_2243
Ornithobacterium rhinotracheale,28251,322,4.25200104847479e-05,1,0.0120857,species,ERR260138,
Streptococcus lutetiensis,150055,57,7.5268341541324e-06,1,0.00259675,species,ERR260138,Streptococcus_lutetiensis_033
[Eubacterium] eligens,39485,6143,0.000811181442260269,1,0.195263,species,ERR260138,Eubacterium_eligens_ATCC_27750
Bifidobacterium animalis,28025,49,6.47043637811382e-06,1,0.00228179,species,ERR260138,Bifidobacterium_animalis_lactis_AD011|Bifidobacterium_animalis_lactis_BB_12|Bifidobacterium_animalis_lactis_Bi_07|Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219|Bifidobacterium_animalis_lactis_CNCM_I_2494|Bifidobacterium_animalis_lactis_DSM_10140|Bifidobacterium_animalis_lactis_V9
Roseburia hominis,301301,31467,0.00415520860224709,1,0.7884,species,ERR260138,Roseburia_hominis_A2_183
Streptococcus sp. HSISS3,1316412,369,4.87263474188571e-05,1,0.0138383,species,ERR260138,
Streptococcus sp. HSISS2,1316411,74,9.77167942817188e-06,1,0.00282095,species,ERR260138,
Butyrivibrio fibrisolvens,831,306,4.04072149327108e-05,1,0.00870313,species,ERR260138,Butyrivibrio_fibrisolvens_16_4
Streptococcus sp. HSISS1,1316410,222,2.93150382845157e-05,1,0.00938847,species,ERR260138,
Gordonibacter pamelaeae,471189,6626,0.000874961457987391,1,0.165282,species,ERR260138,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378
Lactobacillus plantarum,1590,277,3.65777729946434e-05,1,0.00710682,species,ERR260138,Lactobacillus_plantarum_JDM1|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917|Lactobacillus_plantarum_WCFS1
Bifidobacterium thermophilum,33905,708,9.34912031776445e-05,1,0.0278054,species,ERR260138,Bifidobacterium_thermophilum_RBL67
[Clostridium] stercorarium,1510,55,7.26273471012775e-06,1,0.00166421,species,ERR260138,
[Clostridium] cellulosi,29343,387,5.11032424148989e-05,1,0.0156218,species,ERR260138,
Treponema succinifaciens,167,3309,0.000436952530105686,1,0.102784,species,ERR260138,
Corynebacterium vitaeruminis,38305,65,8.58323193015098e-06,1,0.00199537,species,ERR260138,
Ruminococcus bicirculans,1160721,1605,0.000211939803813728,1,0.0486607,species,ERR260138,Ruminococcus_bicirculans_80_3
Streptococcus sp. I-P16,1156433,192,2.5353546624446e-05,1,0.00853932,species,ERR260138,Streptococcus_sp_I_P16
Eubacterium acidaminophilum,1731,325,4.29161596507549e-05,1,0.00957432,species,ERR260138,
Bifidobacterium scardovii,158787,222,2.93150382845157e-05,1,0.00632609,species,ERR260138,Bifidobacterium_scardovii_JCM_12489
Porphyromonas asaccharolytica,28123,53,6.99863526612311e-06,1,0.0021817,species,ERR260138,Porphyromonas_asaccharolytica_DSM_20707
Lactobacillus brevis,1580,73,9.63962970616956e-06,1,0.00241252,species,ERR260138,Lactobacillus_brevis_ATCC_367|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305
Bifidobacterium asteroides,1684,38,5.01788943608826e-06,1,0.001578,species,ERR260138,
Gottschalkia acidurici,1556,62,8.18708276414401e-06,1,0.00179522,species,ERR260138,
Acholeplasma brassicae,61635,33,4.35764082607665e-06,1,0.00158164,species,ERR260138,
Desulfovibrio gigas,879,78,1.02998783161812e-05,1,0.0018493,species,ERR260138,
Rothia mucilaginosa,43675,5987,0.000790581685627906,1,0.237936,species,ERR260138,Rothia_mucilaginosa_DY_18
Corynebacterium halotolerans,225326,58,7.65888387613472e-06,1,0.0016201,species,ERR260138,
Clostridium pasteurianum,1501,220,2.9050938840511e-05,2,0.00375755,species,ERR260138,
Candidatus Saccharibacteria oral taxon TM7x,1476577,122,1.61100660842834e-05,1,0.0155714,species,ERR260138,
Streptococcus pyogenes,1314,11008,0.00145360333980157,2,0.525797,species,ERR260138,
Streptococcus sp. I-G2,1156431,107,1.41293202542485e-05,1,0.00483296,species,ERR260138,Streptococcus_sp_I_G2
Streptococcus mitis,28037,508,6.708125877718e-05,2,0.0225613,species,ERR260138,Streptococcus_mitis_NCTC_12261
[Eubacterium] siraeum,39492,85701,0.0113167932253211,2,2.6691,species,ERR260138,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Parvimonas micra,33033,380,5.01788943608826e-05,1,0.0210202,species,ERR260138,Parvimonas_micra_ATCC_33270
Streptococcus salivarius,1304,1241,0.000163873705004883,4,0.0507898,species,ERR260138,Streptococcus_salivarius_JIM8777
