study_accession,sample_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,instrument_model,library_layout,fastq_ftp,fastq_galaxy,submitted_ftp,submitted_galaxy,sra_ftp,sra_galaxy,cram_index_ftp,cram_index_galaxy
PRJEB2054,SAMEA728690,ERS006491,ERX004069,ERR011110,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011110/ERR011110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011110/ERR011110_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011110/ERR011110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011110/ERR011110_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011110/col/NAME_FMT/idx2,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011110/col/NAME_FMT/idx2,,
PRJEB2054,SAMEA728690,ERS006491,ERX004070,ERR011111,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011111/ERR011111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011111/ERR011111_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011111/ERR011111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011111/ERR011111_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_090109.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_090109.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_090109.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0009_090109.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011111/col/ALTREAD/idx1,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011111/col/ALTREAD/idx1,,
PRJEB2054,SAMEA728638,ERS006552,ERX004071,ERR011112,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011112/ERR011112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011112/ERR011112_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011112/ERR011112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011112/ERR011112_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081113_clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081113_clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081113_clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081113_clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011112/col/READ_LEN/idx2,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011112/col/READ_LEN/idx2,,
PRJEB2054,SAMEA728638,ERS006552,ERX004072,ERR011113,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011113/ERR011113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011113/ERR011113_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011113/ERR011113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011113/ERR011113_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081120.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081120.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081120.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0010_081120.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011113/col/READ_START/idx1,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011113/col/READ_START/idx1,,
PRJEB2054,SAMEA728667,ERS006540,ERX004073,ERR011114,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011114/ERR011114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011114/ERR011114_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011114/ERR011114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011114/ERR011114_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011114/col/READ_START/md/cur,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011114/col/READ_START/md/cur,,
PRJEB2054,SAMEA728667,ERS006540,ERX004074,ERR011115,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011115/ERR011115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011115/ERR011115_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011115/ERR011115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011115/ERR011115_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011115/col/NAME_FMT/idx2,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011115/col/NAME_FMT/idx2,,
PRJEB2054,SAMEA728667,ERS006540,ERX004075,ERR011116,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011116/ERR011116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011116/ERR011116_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011116/ERR011116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011116/ERR011116_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0011_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011116/col/ALTREAD/data,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011116/col/ALTREAD/data,,
PRJEB2054,SAMEA728672,ERS006494,ERX004076,ERR011117,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011117/ERR011117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011117/ERR011117_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011117/ERR011117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011117/ERR011117_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011117/col/ALTREAD/data,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011117/col/ALTREAD/data,,
PRJEB2054,SAMEA728672,ERS006494,ERX004077,ERR011118,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011118/ERR011118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011118/ERR011118_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011118/ERR011118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011118/ERR011118_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011118/col/NAME_FMT/idx,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011118/col/NAME_FMT/idx,,
PRJEB2054,SAMEA728672,ERS006494,ERX004078,ERR011119,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011119/ERR011119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011119/ERR011119_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011119/ERR011119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011119/ERR011119_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011119/col/READ_START/idx,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011119/col/READ_START/idx,,
PRJEB2054,SAMEA728672,ERS006494,ERX004079,ERR011120,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011120/ERR011120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011120/ERR011120_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011120/ERR011120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011120/ERR011120_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane2.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane2.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011120/col/READ/data,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011120/col/READ/data,,
PRJEB2054,SAMEA728672,ERS006494,ERX004080,ERR011121,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011121/ERR011121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011121/ERR011121_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011121/ERR011121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011121/ERR011121_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane3.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane3.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011121/col/ALTREAD/md5,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011121/col/ALTREAD/md5,,
PRJEB2054,SAMEA728672,ERS006494,ERX004081,ERR011122,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011122/ERR011122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011122/ERR011122_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011122/ERR011122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011122/ERR011122_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane4.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane4.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011122/col/ALTREAD/data,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011122/col/ALTREAD/data,,
PRJEB2054,SAMEA728672,ERS006494,ERX004082,ERR011123,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011123/ERR011123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011123/ERR011123_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011123/ERR011123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011123/ERR011123_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane5.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0012_lane5.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011123/col/ALTREAD/idx2,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011123/col/ALTREAD/idx2,,
PRJEB2054,SAMEA728942,ERS006600,ERX004083,ERR011124,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011124/ERR011124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011124/ERR011124_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011124/ERR011124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011124/ERR011124_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081113_clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081113_clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081113_clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081113_clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011124/col/READ_START/idx,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011124/col/READ_START/idx,,
PRJEB2054,SAMEA728942,ERS006600,ERX004084,ERR011125,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011125/ERR011125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011125/ERR011125_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011125/ERR011125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011125/ERR011125_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081120.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081120.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081120.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0013_081120.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011125/col/ALTREAD/md/cur,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011125/col/ALTREAD/md/cur,,
PRJEB2054,SAMEA728658,ERS006544,ERX004085,ERR011126,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011126/ERR011126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011126/ERR011126_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011126/ERR011126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011126/ERR011126_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011126/col/READ_LEN/idx1,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011126/col/READ_LEN/idx1,,
PRJEB2054,SAMEA728658,ERS006544,ERX004086,ERR011127,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011127/ERR011127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011127/ERR011127_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011127/ERR011127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011127/ERR011127_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011127/col/READ/md5,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011127/col/READ/md5,,
PRJEB2054,SAMEA728658,ERS006544,ERX004087,ERR011128,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011128/ERR011128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011128/ERR011128_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011128/ERR011128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011128/ERR011128_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0014_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011128/col/READ/idx,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011128/col/READ/idx,,
PRJEB2054,SAMEA728692,ERS006548,ERX004088,ERR011129,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011129/ERR011129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011129/ERR011129_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011129/ERR011129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011129/ERR011129_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081108_clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081108_clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081108_clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081108_clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011129/col/X/data,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011129/col/X/data,,
PRJEB2054,SAMEA728692,ERS006548,ERX004089,ERR011130,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011130/ERR011130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011130/ERR011130_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011130/ERR011130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011130/ERR011130_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081119.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081119.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081119.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0015_081119.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011130/col/ALTREAD/idx2,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011130/col/ALTREAD/idx2,,
PRJEB2054,SAMEA728617,ERS006557,ERX004090,ERR011131,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011131/ERR011131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011131/ERR011131_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011131/ERR011131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011131/ERR011131_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081203.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081203.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011131/col/Y/md/cur,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011131/col/Y/md/cur,,
PRJEB2054,SAMEA728617,ERS006557,ERX004091,ERR011132,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011132/ERR011132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011132/ERR011132_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011132/ERR011132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011132/ERR011132_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081224.clean.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_081224.clean.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011132/col/ALTREAD/md/cur,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011132/col/ALTREAD/md/cur,,
PRJEB2054,SAMEA728617,ERS006557,ERX004092,ERR011133,408170,human gut metagenome,Illumina Genome Analyzer II,PAIRED,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011133/ERR011133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011133/ERR011133_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011133/ERR011133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR011/ERR011133/ERR011133_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_090120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA000/ERA000116/fastq/MH0016_090120.2.fq.gz,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011133/col/READ_LEN/idx1,ftp.sra.ebi.ac.uk/vol1/err/ERR011/ERR011133/col/READ_LEN/idx1,,
